comment_id,note_id,user_id,user_name,user_url,comment_content,comment_date,comment_likes,comment_replies,crawl_time
comment-67ee15d5000000001f00460c,67e7509c000000001b03ca69,609e158d0000000001006c43,干饭姐妹逛北京,https://www.xiaohongshu.com/user/profile/609e158d0000000001006c43?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABwvmG_DqSWsqnLN8RpiEX9YsSLK8KXzHn5X36YCJ_cLM=&xsec_source=pc_comment,4.18—4.23有无？,2025-04-03,0,6,2025-04-24 14:31:07
comment-67edd8180000000012022868,67e7509c000000001b03ca69,5cdcdad7000000001700da18,辣辣,https://www.xiaohongshu.com/user/profile/5cdcdad7000000001700da18?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB4iaENU2gtKONMq1pZex3UW_UAVRnSth75ki4j-E2IrY=&xsec_source=pc_comment,我！,2025-04-03,0,1,2025-04-24 14:31:07
comment-67e8ea8a000000001f008bbf,67e7509c000000001b03ca69,655f6f87000000000802efa4,流川枫,https://www.xiaohongshu.com/user/profile/655f6f87000000000802efa4?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABOXaKm_FXoh25Td-s43bgRqL4SxtcpgqR1eH6ICgS3ps=&xsec_source=pc_comment,4.6广州飞泗水滴滴,2025-03-30,0,1,2025-04-24 14:31:07
comment-67bc802c00000000160356b4,67a1f4f2000000002803d6a2,55896a7762a60c186141d534,Lei-,https://www.xiaohongshu.com/user/profile/55896a7762a60c186141d534?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AByUrTaEps0ec7EVo9luibMvbzuTGcpbvdm0-YjOAV0r8=&xsec_source=pc_comment,想问哪个商场有vivo啊,2025-02-24,0,7,2025-04-24 14:31:07
comment-67a1fe5a000000001b02d382,67a1f4f2000000002803d6a2,66ebea68000000001d0303e2,John in Indonesia,https://www.xiaohongshu.com/user/profile/66ebea68000000001d0303e2?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABinvLIBySMmIzQtFJ9T51yk7K-cM5IY0DwoYK3h1MrRs=&xsec_source=pc_comment,还是觉得central park比较接地气,2025-02-04,1,1,2025-04-24 14:31:07
comment-67eddb28000000001e011076,67a1f4f2000000002803d6a2,627d107400000000210216a7,小红薯627D3CF0,https://www.xiaohongshu.com/user/profile/627d107400000000210216a7?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABFs1q1EIBmNVE0MfuuLNmoaDr2DhCAKYs7oeuELwpI88=&xsec_source=pc_comment,他們知道周杰倫嗎,2025-04-03,0,1,2025-04-24 14:31:07
comment-67f0ab1e000000001e019c9f,67a1f4f2000000002803d6a2,676ceff20000000015006669,跨洋捷运（印尼快至48小时达）,https://www.xiaohongshu.com/user/profile/676ceff20000000015006669?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABsvY8S0iA7f9ojPrRGXLHEpflN5fGvFo-VuvVRpieyNY=&xsec_source=pc_comment,空运特快48小.时到门,2025-04-05,0,0,2025-04-24 14:31:07
comment-67cce14a000000001903507f,67a1f4f2000000002803d6a2,629afbc800000000190210ca,mark,https://www.xiaohongshu.com/user/profile/629afbc800000000190210ca?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABNnV4Q3iNguOgR5mGRHmkZCyXS2Mpn7XYDkwtc3W3gHY=&xsec_source=pc_comment,你好，我司主营印尼.空运专线，有需求可以询价,2025-03-09,0,0,2025-04-24 14:31:07
comment-6807220b000000001f02b1cb,6805dc7e000000001c0376d6,663cc4ff0000000003030590,赵,https://www.xiaohongshu.com/user/profile/663cc4ff0000000003030590?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB1-HshFjuB83pKZbbZa5dpTgKmiMHVrMKOuhf-Kv_lUs=&xsec_source=pc_comment,是抱团还是自由行呀姐妹,2025-04-22,0,0,2025-04-24 14:31:07
comment-68070686000000001e03c94b,6805dc7e000000001c0376d6,59116e265e87e77993670613,黄油曲奇饼,https://www.xiaohongshu.com/user/profile/59116e265e87e77993670613?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABeMzPZOeD5XQhgutwr822KC4ElcAB29pigD19kYPInCo=&xsec_source=pc_comment,去了印尼每一个酒店都不用转换插头，都能直接插上,2025-04-22,0,0,2025-04-24 14:31:07
comment-67faebc3000000001f004d01,67fa4754000000001c00a464,5dd1badd00000000010062a3,财从四面八方到,https://www.xiaohongshu.com/user/profile/5dd1badd00000000010062a3?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB7PAYuW3O2wv75LhKHUP2Im6jR4Hv9XlYYVZ2GAYvXoI=&xsec_source=pc_comment,求泳衣,2025-04-13,1,4,2025-04-24 14:43:41
comment-680081e5000000001e03ebb5,67fa4754000000001c00a464,61156402000000000100460c,下学期不辞职我就是猪,https://www.xiaohongshu.com/user/profile/61156402000000000100460c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABkPinZqJrSCFokGnJvrHBl-fEIexYq188LxKzFkFUNdU=&xsec_source=pc_comment,@风往哪个方向吹,2025-04-17,0,2,2025-04-24 14:43:41
comment-6804ce020000000004009841,67fa4754000000001c00a464,5800cfd26a6a6924e662b5c2,圆头圆脑圆肚皮,https://www.xiaohongshu.com/user/profile/5800cfd26a6a6924e662b5c2?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPBktcMJArPFVLzTwk7UBeBQJ2ySbOmQk-s31DoOtUMU=&xsec_source=pc_comment,好看,2025-04-21,0,0,2025-04-24 14:43:41
comment-68036902000000001f008dc7,67fa4754000000001c00a464,63f33786000000001001fc6d,momo,https://www.xiaohongshu.com/user/profile/63f33786000000001001fc6d?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABCajsLQjF5Y7DfRx9PXynWweyYhjwewPGppytTCeniII=&xsec_source=pc_comment,姐，你好美,2025-04-20,0,0,2025-04-24 14:43:41
comment-68027a61000000000400b4b4,67fa4754000000001c00a464,573190266a6a6904c17ca356,小二🐰,https://www.xiaohongshu.com/user/profile/573190266a6a6904c17ca356?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABM5dMrWiGkwwyJJNa4SiMDaWES0brxDeq7LD00A2nJc0=&xsec_source=pc_comment,宝好好瘦 衣服🔗球球,2025-04-19,0,1,2025-04-24 14:43:41
comment-680220010000000012012237,67fa4754000000001c00a464,6184ef0300000000210236b9,扬铭国际进口公司,https://www.xiaohongshu.com/user/profile/6184ef0300000000210236b9?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABg5khUhO_y7BuPJOWP0c6o6jON6k4mryIwRq9Y5DkD6s=&xsec_source=pc_comment,不错不错,2025-04-19,0,0,2025-04-24 14:43:41
comment-68020ecc0000000004018e4a,67fa4754000000001c00a464,5a8392f54eacab46b99af1aa,facaibaofu,https://www.xiaohongshu.com/user/profile/5a8392f54eacab46b99af1aa?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB_d3Brj8VN8vigr8q5JgfGjnr04vFedqfrabAO7zcl5g=&xsec_source=pc_comment,求泳衣,2025-04-19,0,1,2025-04-24 14:43:41
comment-680159ed000000001f00c389,67fa4754000000001c00a464,6533d68300000000060040fb,山不见我,https://www.xiaohongshu.com/user/profile/6533d68300000000060040fb?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABd0oDIVqvwdt6RuzjhLj0KjWAFnf23b_SxjKjuZ3FY08=&xsec_source=pc_comment,这种都是短择,2025-04-18,0,0,2025-04-24 14:43:41
comment-6801039b000000001200a541,67fa4754000000001c00a464,611f8d240000000001007126,糖糖爱喝奶茶,https://www.xiaohongshu.com/user/profile/611f8d240000000001007126?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABCOQJcgq_U-4Op24J82v3EYf9MbIZXQfcXAWskJWRi1Y=&xsec_source=pc_comment,阳光海滩吖,2025-04-18,0,0,2025-04-24 14:43:41
comment-6800d74700000000120031ca,67fa4754000000001c00a464,5ac2e858e8ac2b263d8bc565,美丽猪又,https://www.xiaohongshu.com/user/profile/5ac2e858e8ac2b263d8bc565?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABLlavaYh4Cu-cHBdLvMONnbg339-wyzUg920JefDYrzc=&xsec_source=pc_comment,大美女,2025-04-18,0,0,2025-04-24 14:43:41
comment-67e28970000000001203069b,67cb67900000000029010860,5f3cede60000000001003a7f,憨憨凯不憨,https://www.xiaohongshu.com/user/profile/5f3cede60000000001003a7f?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB6uNAftlsjsdcgHiQoJ9clUqV5pHkNeEI8k3v1u1_-u0=&xsec_source=pc_comment,在这拍到了人生照片,2025-03-25,2555,233,2025-04-24 14:43:41
comment-67dbd5d3000000001200f0c1,67cb67900000000029010860,5d287e93000000001202f014,kellllvin,https://www.xiaohongshu.com/user/profile/5d287e93000000001202f014?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB4zfCTJAjrtU19N4k37n1fQfAta17AZU-z1YUipxEETw=&xsec_source=pc_comment,看时间是否充裕和时间，我们下午四点开始下去，到海里感受了下海浪，看了夕阳，觉得是这一趟最值得的景色,2025-03-20,1470,57,2025-04-24 14:43:41
comment-67da420e0000000018018ad5,67cb67900000000029010860,66490bcd000000000303007b,考拉饲养员（养胃版）,https://www.xiaohongshu.com/user/profile/66490bcd000000000303007b?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABkOW1Gsvg7D9-8vMkxd0Z0MBCBonwiJXkXUo5M6h4GMY=&xsec_source=pc_comment,下面浪很好看的。完全不一样的景色。而且下去不到20min，上来不到15min，就日常爬山那样。,2025-03-19,948,35,2025-04-24 14:43:41
comment-67d8c156000000001801063a,67cb67900000000029010860,5a9abc8adb2e6040bf93476e,Countesses,https://www.xiaohongshu.com/user/profile/5a9abc8adb2e6040bf93476e?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB90Vwfi-SdwF1mcRvGign-wNICAKFl-TqLSyD6Y9rKPM=&xsec_source=pc_comment,我当时就是被一句 来都来了 给害死,2025-03-18,406,10,2025-04-24 14:43:41
comment-67e5ee240000000020011525,67cb67900000000029010860,5bd919ab73bdbf000160ded5,陈哇塞,https://www.xiaohongshu.com/user/profile/5bd919ab73bdbf000160ded5?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB0dgrJY6072O5acHtgZb_k7jR5bGwdIe83r9CNvDWzAM=&xsec_source=pc_comment,在太阳快下山的时候不冷不热 玩累了坐哪里看天空不一样的色彩,2025-03-28,195,22,2025-04-24 14:43:41
comment-67e8226e000000001e03c41c,67cb67900000000029010860,5c7020950000000012006a0d,momo,https://www.xiaohongshu.com/user/profile/5c7020950000000012006a0d?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABHUBs-V8r3Xu523Az4Z5SUU1GiAV-XOXrAj3FO5e5I38=&xsec_source=pc_comment,怎么有一个热评没有了我记得是拍的日落时刻的，说要日落的时候看才漂亮 是删掉了吗,2025-03-30,1,9,2025-04-24 14:43:41
comment-67eb8764000000001f01bfbf,67cb67900000000029010860,600ed010000000000101e06b,饼饼,https://www.xiaohongshu.com/user/profile/600ed010000000000101e06b?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABwvqMZ7Hi8UWZw3hDpeiwL3jpmbOVd5fUyZpE5OBLKxE=&xsec_source=pc_comment,坐塔吊下去的 真的很美,2025-04-01,4,3,2025-04-24 14:43:41
comment-67e644da000000001e020da2,67cb67900000000029010860,58d3eadb50c4b424259e1c07,就是冰冰,https://www.xiaohongshu.com/user/profile/58d3eadb50c4b424259e1c07?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABn76iDsvvWYBobs9Tg7ixG9HezKhReBVCsBnT6Qr4aYA=&xsec_source=pc_comment,确实出片,2025-03-28,9,3,2025-04-24 14:43:41
comment-67e7d212000000001f002ffd,67cb67900000000029010860,61066cef000000000100778c,土豆泥拌脆脆泡面,https://www.xiaohongshu.com/user/profile/61066cef000000000100778c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABVMoisJ2TgrfdawYxeyqiDsnpn0Je6Nfgz4KC4Zcjv44=&xsec_source=pc_comment,宝宝我可以用你的最后一张背影当头像吗。。你的穿搭真的特别特别美，特别多巴胺亮闪闪的看起来超级舒服，和背景融入得也特别好，如果冒犯了可以删掉,2025-03-29,1,2,2025-04-24 14:43:41
comment-67e6df43000000001f02bdd4,67cb67900000000029010860,5bb38dd238423e0001c67b63,绵绵面面,https://www.xiaohongshu.com/user/profile/5bb38dd238423e0001c67b63?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABDg3VItNcGxrAJqPOHXNs85mklY6zmsO1M7MEWZUNWtM=&xsec_source=pc_comment,有没有知道佩尼达包车需要多少钱,2025-03-29,0,4,2025-04-24 14:43:41
comment-66baba0c000000000502eb79,66979e9c0000000003027402,644b7ead0000000029011a09,豆子旅探日记,https://www.xiaohongshu.com/user/profile/644b7ead0000000029011a09?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABcmVRl1PK49X6jISj-litHhhM0__d9PhlRJZvUDLgTmU=&xsec_source=pc_comment,宝子们，不要相信主动肖息你们的人，都是拖！尤其是出国旅游，温馨提示大家提高安全意识~去印尼请认准我们正规地接社~需要了解我~,2024-08-13,11,18,2025-04-24 14:43:41
comment-66aaf537000000001c0128d4,66979e9c0000000003027402,644b7ead0000000029011a09,豆子旅探日记,https://www.xiaohongshu.com/user/profile/644b7ead0000000029011a09?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABcmVRl1PK49X6jISj-litHhhM0__d9PhlRJZvUDLgTmU=&xsec_source=pc_comment,宝子们，我们是印尼本地地接社，了解印尼泗水火山|巴厘岛包车|科莫多龙目岛|定制游行程，可以我～,2024-08-01,6,8,2025-04-24 14:43:41
comment-66ba0e92000000000f0073bf,66979e9c0000000003027402,5595510de4b1cf33491fcf84,包子,https://www.xiaohongshu.com/user/profile/5595510de4b1cf33491fcf84?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABD8OrtIo-NtNjaavsacZVCN7oFyRHS3QCHcNl0vJvl68=&xsec_source=pc_comment,你好，国庆期间2个人，5天左右什么价格,2024-08-12,5,4,2025-04-24 14:43:41
comment-67120b79000000001601e2d0,66979e9c0000000003027402,599f600c5e87e7639ee9a3f1,鹏,https://www.xiaohongshu.com/user/profile/599f600c5e87e7639ee9a3f1?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB-EbmGdyFFJkoBODPCcMMWwmmowqkJAmEU2WBMuja-VU=&xsec_source=pc_comment,私信我 我准备去,2024-10-18,2,2,2025-04-24 14:43:41
comment-67b18f22000000001b03dd5f,66979e9c0000000003027402,5b3cbaa54eacab7f1b283284,不发脾气 只发财,https://www.xiaohongshu.com/user/profile/5b3cbaa54eacab7f1b283284?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABZHbEM-EEEr53lRHpq8ce0EzOkGirEKZFkyO5mWKjEyk=&xsec_source=pc_comment,单火山➕瀑布➕海豚有吗，国内是非巴厘岛还是先飞泗水,2025-02-16,0,2,2025-04-24 14:43:41
comment-67a965a50000000018033cec,66979e9c0000000003027402,5976aae682ec395be671e6dc,Cocookk,https://www.xiaohongshu.com/user/profile/5976aae682ec395be671e6dc?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB8HVsCVb0mfnPFfFt5ZhkyTE_2zNzaRpMwBa0xxM_M_A=&xsec_source=pc_comment,是双火山行程吗,2025-02-10,0,2,2025-04-24 14:43:41
comment-676a15260000000011002fdb,66979e9c0000000003027402,5c64f946000000001203285c,Dear.Hlida,https://www.xiaohongshu.com/user/profile/5c64f946000000001203285c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABlAoWX4i62DnhwTG27K1x-32Tnn0rWqUFM6E2rG9SeSA=&xsec_source=pc_comment,咨询,2024-12-24,2,1,2025-04-24 14:43:41
comment-67cc35c90000000018019ea3,66979e9c0000000003027402,60b7a4e8000000000100161a,还是那个梨🍐,https://www.xiaohongshu.com/user/profile/60b7a4e8000000000100161a?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB1lnG7DR63YYmWwD_A17qGvFqW_5TLflp5Ym2hc4lBXo=&xsec_source=pc_comment,1人去可以达到这个价格吗？,2025-03-08,1,1,2025-04-24 14:43:41
comment-67c3129b000000001b03d275,66979e9c0000000003027402,5bd1c71c0492d40001d91e86,Maria,https://www.xiaohongshu.com/user/profile/5bd1c71c0492d40001d91e86?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABLwrt_Wtgw4jLXPdxJtXwKMoH0flGPE5lEc2nZmwbGcg=&xsec_source=pc_comment,两个人这月多少钱,2025-03-01,1,1,2025-04-24 14:43:41
comment-67c15b3100000000190056dc,66979e9c0000000003027402,61619f41000000001f03c618,長安。,https://www.xiaohongshu.com/user/profile/61619f41000000001f03c618?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABMeRKoYtLmG_Nd8ViY8OJgxUAyIHyLnifjgBuSIHEfBw=&xsec_source=pc_comment,两个人一周大概什么价格,2025-02-28,1,1,2025-04-24 14:43:41
comment-64f9958c0000000020039b8d,64f862f2000000001e0214fe,5a3fe05411be1075d978854d,猪都不和你玩,https://www.xiaohongshu.com/user/profile/5a3fe05411be1075d978854d?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABbUuOAqxrH-ZAtrwxVUDyeg3EL47YR6yaneQanE9oBx0=&xsec_source=pc_comment,1⃣️不推荐走bromo+sewu瀑布+ijen这条线！非常非常累，基本是road trip，白天坐车，晚上爬山，每天基本只有泡面吃，大家不要对自己的体力有错误预估。 2⃣️sewu瀑布因为洪水已经和以前不一样了，现场很危险，下去就是个破大水池子，真的撑死跟国内4A景区一个水平，别被网图骗了 3⃣️攻略都说印尼安全，但我亲身感受非常不安全。首先路上全程没有摄像头，这条路线都在各种乡下和深山各种穿梭，全程有50%时间手机没有一点信号，真的想嘎你腰子很容易，请一定找靠谱旅行社！其次景区大部分地方都没有护栏、且都是爬上爬下，路很窄很陡，万一人摔下去/车翻了真的不敢想,2023-09-07,188,72,2025-04-24 14:43:41
comment-64fd8daa000000001a0136ca,64f862f2000000001e0214fe,5979d4e6db2e603494fe3654,Momo,https://www.xiaohongshu.com/user/profile/5979d4e6db2e603494fe3654?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABJa4husvcX00RCbOfgYZ2derjrMAiKwy2NUwgonQ5zGU=&xsec_source=pc_comment,我觉得印尼在旅游这块真的做的很好了，不知道是不是跟你找的团有关系，我们找的团去了bromo回来还可以吃自助早餐，其他中餐就可以在旅行途的服务站吃，跟司机说下就可以了，肯德基星巴克都有。ijen那边更落后，但是我们也是团有早餐送。每天确实都是凌晨早起出发，就是很累的，但是看大自然的风景怎么可能不累呢，你要看到火山，你想爬，那不管在哪个国家都要爬都要累都危险，而且火山必定是在偏远的地方，城市也不会在火山下面吧。团费价格和你旅游的需求以及自己的舒适度必定会有取舍。,2023-09-10,94,38,2025-04-24 14:43:41
comment-64fca735000000002100cc14,64f862f2000000001e0214fe,617f7b720000000002018f0c,徐徐徐子荔,https://www.xiaohongshu.com/user/profile/617f7b720000000002018f0c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABHGH66aeD3cGdvSTODKlO2Gj_S3RVUY-NwPoYBrOyqDc=&xsec_source=pc_comment,博主确实比较谨慎惜命。可能我也经常去川西吧，真没觉得这个楼梯的危险系数有多高。,2023-09-10,49,23,2025-04-24 14:43:41
comment-6502f64a000000001d0013df,64f862f2000000001e0214fe,576ff4b7a9b2ed230f513bd2,Truffles,https://www.xiaohongshu.com/user/profile/576ff4b7a9b2ed230f513bd2?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABqfqZfvdO-AKozAEJe1FThnyxRebMPMpyo2P3L9Duf6Q=&xsec_source=pc_comment,十一打算去，真心想问一下这个衣服怎么带，说晚上山上很冷，白天又很热,2023-09-14,0,14,2025-04-24 14:43:41
comment-64ffa2bf000000001303fe28,64f862f2000000001e0214fe,5d4fe4e9000000001202b8b0,langrisserv,https://www.xiaohongshu.com/user/profile/5d4fe4e9000000001202b8b0?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABTBsOuGYlrlLgJZiqAhj_L_Q7LcJwpijEsfs1KNHI7i4=&xsec_source=pc_comment,我最怕特种兵 这个4天3晚行程都还特种兵啊？,2023-09-12,1,7,2025-04-24 14:43:41
comment-65005657000000001c03c8e4,64f862f2000000001e0214fe,5eb1897f00000000010070e4,一个全新的帐号,https://www.xiaohongshu.com/user/profile/5eb1897f00000000010070e4?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABzf58fzGNLR6KYWjvSNgQ_WPdJfXfzp45zBIZutiUVPI=&xsec_source=pc_comment,想问下相机带着需要做防护措施吗，会不会被火山灰划花啊,2023-09-12,0,7,2025-04-24 14:43:41
comment-64fb15f9000000001c02bdd8,64f862f2000000001e0214fe,5de3c8e30000000001003bd9,神仙姐姐,https://www.xiaohongshu.com/user/profile/5de3c8e30000000001003bd9?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABfQkIXHFuF18cv80LBzqwzD8IrFEjzfpZr_mOyXtZGJY=&xsec_source=pc_comment,不太同意你这个观点要说危险哪里都危险，壶口瀑布不危险吗，可能一滑就下去了，华山不危险吗？我们小伙伴都超级喜欢印尼这些项目,2023-09-08,12,1,2025-04-24 14:43:41
comment-64fca276000000002001d489,64f862f2000000001e0214fe,5ae0330411be101b16db1b72,Noah.,https://www.xiaohongshu.com/user/profile/5ae0330411be101b16db1b72?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABSaoe7W2MDR8SCnTsD7Dq7FGvfJ1E3icK5gEHjUq41g4=&xsec_source=pc_comment,真实！（刚从泗水回来）网上铺天盖地的都说很好，其实真的很累而且很不安全,2023-09-10,5,2,2025-04-24 14:43:41
comment-64fca69b0000000021001073,64f862f2000000001e0214fe,617f7b720000000002018f0c,徐徐徐子荔,https://www.xiaohongshu.com/user/profile/617f7b720000000002018f0c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABHGH66aeD3cGdvSTODKlO2Gj_S3RVUY-NwPoYBrOyqDc=&xsec_source=pc_comment,感觉跟你玩的不是同一个行程呢？把我搞迷糊了。这三个距离，最远的一天坐了4h。除了怕火山需要早起，真的不累吧。连我妈都觉得还好欸……而且没有每天吃泡面呢。你是没有找向导包车吗？,2023-09-10,2,2,2025-04-24 14:43:41
comment-64fe8df8000000002001f4b1,64f862f2000000001e0214fe,5ffec42c0000000001000851,Chee Siong Lim,https://www.xiaohongshu.com/user/profile/5ffec42c0000000001000851?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABfEtychZeTeQnRNDs5CcbtniPXiPo-S_Mr879Tkn6Rlo=&xsec_source=pc_comment,看風景的地方很多都是需要徒步爬山涉水的，如果不想徒步也应该做好功课，如果单纯只想打卡，其实有很多地方不需要徒步也能打卡的，也对⋯劝退不喜欢徒步的朋友，那景区人就少一点,2023-09-11,1,2,2025-04-24 14:43:41
comment-6754fb070000000007020ffd,66e0224a000000000c0193c1,5eedece9000000000101dc06,Jennie _ 妮,https://www.xiaohongshu.com/user/profile/5eedece9000000000101dc06?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABosWPrAJ0mR7JgBornwGOIFV_EBJUxUiPWcY1xc9V4nc=&xsec_source=pc_comment,礼貌询价春节档,2024-12-08,7,6,2025-04-24 14:43:41
comment-6717a27600000000170249ef,66e0224a000000000c0193c1,5f0dcec40000000001004319,胖小轩,https://www.xiaohongshu.com/user/profile/5f0dcec40000000001004319?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABIHXz8chmrtgIZhwQO7yxmfqHCE0TDUvbRHWG1gB_uh0=&xsec_source=pc_comment,11月中旬，2个人,2024-10-22,6,3,2025-04-24 14:43:41
comment-679d90a1000000000a02cf44,66e0224a000000000c0193c1,62886c52000000002102268c,👽,https://www.xiaohongshu.com/user/profile/62886c52000000002102268c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABkHVGc2lE9mftwCLlqOQth18kfIVju6JDFRTqbLME77U=&xsec_source=pc_comment,今年6月2人价格,2025-02-01,4,3,2025-04-24 14:43:41
comment-67177f92000000001b02578f,66e0224a000000000c0193c1,650473a2000000000200db04,朵拉,https://www.xiaohongshu.com/user/profile/650473a2000000000200db04?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABuMNMIgTlmIPM9-SBsP0284RgtLCkyS6n8O2K_ajSe3A=&xsec_source=pc_comment,11.5-11.9，一个人,2024-10-22,7,1,2025-04-24 14:43:41
comment-6717a289000000001a027afd,66e0224a000000000c0193c1,62319563000000002102a729,青提子,https://www.xiaohongshu.com/user/profile/62319563000000002102a729?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABNTZ3pbstlfSWY0w6Bic0Z3QiAmJJGLc7E9QjFA6HUUQ=&xsec_source=pc_comment,11月底4人问价,2024-10-22,6,1,2025-04-24 14:43:41
comment-6717a259000000001a01e190,66e0224a000000000c0193c1,60478df0000000000101d267,噔噔,https://www.xiaohongshu.com/user/profile/60478df0000000000101d267?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB1DQMA-7rOtM2Z6Z7TYPY4dIrSXKUMF3G3AlaCB7m29Q=&xsec_source=pc_comment,4个人，去五天,2024-10-22,5,1,2025-04-24 14:43:41
comment-67624e130000000011032e74,66e0224a000000000c0193c1,5b6148cff7e8b9129e1178c1,小飞说,https://www.xiaohongshu.com/user/profile/5b6148cff7e8b9129e1178c1?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABPpywLBF5j7e1YK2DaVJty7l8mRRXkFEk5CLTYH7m41k=&xsec_source=pc_comment,一人价格,2024-12-18,3,1,2025-04-24 14:43:41
comment-67624a810000000011033570,66e0224a000000000c0193c1,5d2ec3df0000000010009c0c,橘子🍊,https://www.xiaohongshu.com/user/profile/5d2ec3df0000000010009c0c?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB_3BqbCZHIR7pO2Z0hVSfXNSQ92mDle2R2xlteOeWrJg=&xsec_source=pc_comment,两人价格,2024-12-18,3,1,2025-04-24 14:43:41
comment-67624309000000000e010bbc,66e0224a000000000c0193c1,5d280ea6000000001200cd6f,张张小雨,https://www.xiaohongshu.com/user/profile/5d280ea6000000001200cd6f?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=AB4zfCTJAjrtU19N4k37n1fVek-mN7CY_KPxc4sz6Nhi4=&xsec_source=pc_comment,多少钱,2024-12-18,3,1,2025-04-24 14:43:41
comment-67623c6b0000000011031c19,66e0224a000000000c0193c1,5f0c19560000000001003ef8,温蒂别吃了,https://www.xiaohongshu.com/user/profile/5f0c19560000000001003ef8?channel_type=web_search_result_notes&parent_page_channel_type=web_user_board&xsec_token=ABCdGshntRKDMAOy23jCMT-GvmVvHVrRFxsLfrqWyQmXM=&xsec_source=pc_comment,两个人问价,2024-12-18,2,1,2025-04-24 14:43:41
